Date,SP500,VIX,BRENT_SPOT,DNB,FDX,TEL,EQNR,MOWI,Monthly_KPI,Policy_Rate,TEL_PCT_Change,TEL_IS_POS
2010-01-31,1123.5815815172698,20.643157758210833,77.00842124537418,66.47249946594238,83.25999972694798,79.35500030517578,142.71999893188476,46.97100009918213,91.1,1.75,,0
2010-02-28,1089.1599892064144,22.540000012046413,74.90999924509148,64.46749992370606,80.50421142578125,75.62749977111817,132.03999977111818,52.58499984741211,92.4,1.75,-4.697247205245736,0
2010-03-31,1152.0486901324728,17.767391287762187,79.93130426821502,67.84782641866933,88.97347823433255,79.45434835682745,136.44347879161006,51.52956523065982,92.8,1.75,5.060128388867802,1
2010-04-30,1197.316185360863,17.42428566160656,85.75380961100261,68.3157894736842,91.9500005812872,84.1921053434673,144.04736890290914,54.08157910798725,93.0,1.75,5.962866834377278,1
2010-05-31,1125.0620056152343,31.929500007629393,76.66473669754832,65.05555534362793,85.43400001525879,80.87777837117513,134.4166670905219,54.41944461398654,92.5,1.96,-3.936624412432921,0
2010-06-30,1083.3608953302557,29.91636371612549,75.54863565618342,66.12045478820801,78.22727272727273,82.01818188753995,133.2772726579146,51.55909104780717,92.5,2.0,1.4100331875229521,1
2010-07-31,1079.8033360072545,25.565237862723215,75.50899963378906,71.44772737676448,76.78809574672154,89.44545468417081,127.76818188753995,46.166363976218484,91.9,2.0,9.055641841481975,1
2010-08-31,1087.2822709517045,24.745908997275613,77.1149999445135,73.17045419866389,82.38363682140003,93.7795462174849,123.37272713401101,49.05331802368164,91.6,2.0,4.845513445728056,1
2010-09-30,1122.0819033668154,22.51761899675642,78.49095226469494,77.13181825117631,83.76666768391927,93.27045475352894,123.39545371315695,50.4252270785245,92.3,2.0,-0.5428598073777491,0
2010-10-31,1171.5838099888392,20.3733332497733,83.53619021461124,80.74761926560174,88.27095249720982,90.30238015311105,126.61904761904762,55.014286041259766,92.4,2.0,-3.1822237902250583,0
2010-11-30,1198.8885614304315,20.095714387439546,86.16238040015811,78.73636384443803,87.89666675385975,94.0931826504794,125.14545440673828,60.861363497647375,92.6,2.0,4.197898760742413,1
2010-12-31,1241.5254516601562,17.569545529105447,92.18590823086825,80.15238080705915,93.49090922962536,93.25714292980376,135.1857147216797,60.75952402750651,93.6,2.0,-0.8885231608980804,0
2011-01-31,1282.6184997558594,17.31549987792969,96.78631591796875,80.43571544828869,93.75400009155274,91.08571479434059,140.3761909121559,62.7976188659668,92.8,2.0,-2.328430903247425,0
2011-02-28,1321.1178877981085,17.4299999036287,103.94210494192023,83.42250022888183,92.97421023720189,90.95999946594239,142.63000030517577,66.92749977111816,93.3,2.0,-0.1380187098295793,0
2011-03-31,1304.4865138841712,20.72347815140434,114.64954514936967,85.40217391304348,89.72782566236413,90.57608695652173,151.30000039805537,64.38913030209748,93.5,2.0,-0.422067405095361,0
2011-04-30,1331.5050109863282,16.244000005722047,123.05052586605674,87.49722247653537,93.73000068664551,90.08333333333333,154.00555504692926,67.71111106872559,94.1,2.0,-0.544021760870439,0
2011-05-31,1338.3104654947917,16.911428587777273,114.51428622291202,81.24761962890625,93.64761970156715,92.31190527053107,141.97619047619048,58.44523802257719,93.9,2.14,2.473900392818962,1
2011-06-30,1287.2886408025568,19.15318202972412,113.90181801535867,76.72249984741211,89.379544691606,86.35750007629395,133.68499984741212,46.62399959564209,93.5,2.25,-6.450311232107097,0
2011-07-31,1325.184503173828,19.22749991416931,117.11823541977826,78.26428585960751,93.02899932861328,86.8595235915411,135.66190447126115,36.64476240248907,93.3,2.25,0.5813316907085531,1
2011-08-31,1185.3056534476902,35.02913035517154,109.91476149786087,65.25217354815939,78.84695666769277,86.05434815779977,123.6347825423531,30.189565243928328,92.7,2.25,-0.9269857816947003,0
2011-09-30,1173.8790573846727,36.52999977838425,110.19449996948242,59.165909160267226,73.02428581601097,87.66363629427823,124.5727275501598,29.117272810502485,93.6,2.25,1.8700834657738419,1
2011-10-31,1207.2161865234375,32.82904770260765,109.0895004272461,62.04285703386579,75.89190492175874,92.43571544828869,136.2904772077288,24.09523800441197,93.5,2.25,5.4436244670379,1
2011-11-30,1226.414771670387,31.941904703776043,110.82263103284333,60.79999993064187,80.42809549967448,97.02272761951794,143.64999944513494,25.120000058954414,93.5,2.25,4.962380773474262,1
2011-12-31,1243.3228469122023,25.047619047619047,107.72285643078033,56.42857124691918,82.87904684884208,95.23095194498698,149.85714213053384,25.823952356974285,93.6,1.99,-1.846758711585128,0
2012-01-31,1300.5780151367187,20.227999877929687,111.46499977111816,60.34772768887606,89.74499969482422,95.625,151.29545454545453,30.57818196036599,93.2,1.75,0.41378149326980473,1
2012-02-29,1352.4875,18.420499992370605,119.01050071716308,68.39523733229865,93.27600059509277,99.48095303490048,154.49523853120348,31.34190477643694,94.3,1.75,4.032369186824036,1
2012-03-31,1389.2400013316762,16.16727287119085,124.544545953924,72.125,92.2304538380016,104.39090832796964,158.71363830566406,30.091818289323285,94.2,1.61,4.935573236161717,1
2012-04-30,1386.4289855957031,17.822999906539916,120.48650016784669,69.19722239176433,89.14899978637695,102.32777786254883,152.03333197699652,28.67988872528076,94.2,1.5,-1.9763507171898342,0
2012-05-31,1341.2727161754262,21.001818136735395,110.43318245627664,58.20749969482422,88.29181775179777,99.675,144.87499923706054,30.441700077056886,94.2,1.5,-2.592431808801865,0
2012-06-30,1323.4842936197917,21.130952290126256,95.92714327857608,55.969048091343474,87.93380918956939,92.97380974179222,137.33333115350632,35.44533348083496,93.7,1.5,-6.723040138658409,0
2012-07-31,1359.7761986142114,17.565238180614653,102.86428615025112,61.440909298983485,90.72619083949498,100.49090922962536,143.42727314342153,41.41000019420277,93.3,1.5,8.085179588434311,1
2012-08-31,1403.4482581097147,15.689565119536027,112.67826113493547,65.92391221419625,88.80913046131964,103.50869518777598,147.88260882833728,42.41578259675399,92.9,1.5,3.0030437392648768,1
2012-09-30,1443.4194721422698,15.284736834074321,112.61470525404987,70.51749992370605,86.90947402151008,109.56999969482422,150.4800003051758,46.85079975128174,93.9,1.5,5.855840899213716,1
2012-10-31,1437.816662016369,16.276190576099214,111.62105279219777,71.99999966828719,89.50000036330451,110.28260902736498,145.13912963867188,47.617391005806304,94.4,1.5,0.6503690193716549,1
2012-11-30,1394.5123872302827,16.70190484183175,109.46200065612793,70.43863712657581,89.53285725911458,114.2227273420854,138.64545371315697,47.55818176269531,94.4,1.5,3.5727467362898,1
2012-12-31,1422.2854919433594,17.306999826431273,109.30277803209093,70.70294144574333,90.76349906921386,113.8176466997932,138.38823475557214,50.741176156436694,94.8,1.5,-0.35464101735115383,0
2013-01-31,1480.395240420387,13.505238124302455,112.26809583391461,74.96818195689808,98.79571424211774,118.24545461481267,143.38636432994497,52.718181436712094,94.4,1.5,3.8902648608596824,1
2013-02-28,1512.3115812602796,14.07263163516396,116.08263156288548,82.92249984741211,105.4321060180664,121.81999969482422,144.2599998474121,57.84000034332276,95.1,1.5,3.022987303533742,1
2013-03-31,1550.8289855957032,13.031500005722046,109.52052588211863,89.1657899555407,103.99800033569336,126.46315885844983,141.4157883493524,55.74473672164114,95.4,1.5,3.811491688768154,1
2013-04-30,1570.702264959162,13.967272715135055,103.56681893088601,86.68095288957868,94.94500038840555,128.24285779680525,137.65714154924666,58.190476372128444,96.0,1.5,1.4072864812332053,1
2013-05-31,1639.842723499645,13.493636304681951,103.21545514193448,95.36052623548005,98.25772718949752,129.1157893130654,134.3947360390111,62.36842125340512,96.1,1.5,0.6806862629677557,1
2013-06-30,1618.7725158691405,17.271499919891358,103.1426319323088,91.0125,98.13450050354004,119.95500030517579,127.47499961853028,59.83000011444092,95.7,1.5,-7.095018399087937,0
2013-07-31,1668.6754427823153,13.97454565221613,107.49190484909784,95.03260935907778,103.47909095070578,124.80434815779977,129.6521745764691,61.71086983058763,96.1,1.5,4.042639189935238,1
2013-08-31,1670.0936390269887,14.209999908100475,110.51190512520927,98.49090992320667,108.99090922962536,131.79091020063922,129.1272735595703,58.65909038890492,96.0,1.5,5.598011724724361,1
2013-09-30,1687.1735046386718,14.692000102996825,111.32000054253473,95.74047669910249,111.63950004577637,133.16190374465216,135.25714183989027,60.847618829636346,96.5,1.5,1.0402792893119406,1
2013-10-31,1720.0265317170517,15.407826050468113,109.50227321277966,97.61304341191831,122.54217562468156,144.73478300675103,137.5391314962636,67.97173939580503,96.7,1.5,8.690833441590563,1
2013-11-30,1783.5410034179688,12.923999977111816,107.72105327405427,106.68571544828869,135.70900039672853,148.93333289736793,140.15238008045014,68.98809596470424,96.8,1.5,2.900857557109182,1
2013-12-31,1807.7752336774554,14.192380905151367,110.85400009155273,105.96666759914822,140.115238734654,143.30555470784506,141.86666615804037,71.86666658189561,96.7,1.5,-3.7787230568465557,0
2014-01-31,1822.3566603887648,14.240952400934129,107.19949951171876,109.72272768887606,138.8690483456566,141.83636266534978,150.51818084716797,74.22954559326172,96.6,1.5,-1.0252163954778348,0
2014-02-28,1817.0347386410363,15.470000116448654,108.70611148410373,107.34999961853028,132.33894669382195,131.71500244140626,156.9,68.44500007629395,97.1,1.5,-7.135941752697061,0
2014-03-31,1863.5233386811756,14.836666742960611,107.85761878603981,106.74285670689174,135.91476004464286,128.85714249383835,165.41428556896392,65.17857124691918,97.3,1.5,-2.16973001905324,0
2014-04-30,1864.2633347284227,14.198095321655273,108.05190531412761,102.5947370027241,134.34952436174666,132.7736836483604,170.69473587839227,69.41052607486122,97.7,1.5,3.039444363520105,1
2014-05-31,1889.7671421595983,12.475238028026762,109.21952420189267,108.73500061035156,139.26476251511346,143.1050003051758,182.74500045776367,73.32250022888184,97.8,1.5,7.781147869766869,1
2014-06-30,1947.087611607143,11.541428565979004,111.98047601609002,114.26999969482422,145.42476109095983,143.6,188.38000030517577,77.50750007629395,97.5,1.5,0.34589964974571785,1
2014-07-31,1973.0999866832387,12.296363613822244,107.98590885509144,113.4956519085428,151.36545424027875,143.16521686056385,186.89999986731488,85.49347885795261,98.3,1.5,-0.30277377398060246,0
2014-08-31,1961.5319068545386,13.497142927987236,103.32047562372117,110.9000000726609,148.62666756766183,141.8000008719308,176.14762006487166,82.5452379499163,98.0,1.5,-0.953594747782005,0
2014-09-30,1993.2261904761904,13.466666630336217,98.2538088843936,117.46818230368875,155.6819036574591,143.6909089521928,178.0318173495206,86.67499993064187,98.6,1.5,1.3335035744956203,1
2014-10-31,1937.2743503736413,18.01608711740245,87.97913062054178,115.61304374363111,159.39347773012906,138.90869538680366,158.32173886506453,87.91086943253227,98.6,1.5,-3.328125349238509,0
2014-11-30,2044.5721050061677,13.41315786462081,79.91210455643504,122.54500007629395,172.16421107241982,153.09499893188476,149.3650001525879,99.70250053405762,98.7,1.5,10.212682154690222,1
2014-12-31,2054.2663629705257,16.3118182962591,63.20363651622426,111.85263141832854,176.6813631924716,150.92105263157896,128.5894731220446,100.5026317395662,98.6,1.36,-1.4199982464959793,0
2015-01-31,2028.1785095214843,19.119499969482423,49.679999923706056,107.02857171921502,173.87149963378906,162.33809480212983,130.97619047619048,104.13571384974888,98.5,1.25,7.564910243782608,1
2015-02-28,2082.1957943564967,15.904210492184287,58.440526259572884,121.65500030517578,175.49157875462583,158.1449996948242,143.42500076293945,97.78500061035156,98.9,1.25,-2.582939705197651,0
2015-03-31,2079.9904396750712,14.812727277929133,56.93499981273305,128.12272748080167,171.66727378151634,157.85454698042437,140.7454535744407,96.94545468417081,99.2,1.25,-0.18366228142547847,0
2015-04-30,2094.862839471726,13.494761875697545,60.96523775373186,136.70526283665708,169.96428716750373,170.1157893130654,154.35789489746094,94.35526315789474,99.6,1.25,7.7674305664198195,1
2015-05-31,2111.9435180664063,13.3385000705719,65.60099925994874,137.7277772691515,174.00799942016602,177.3111097547743,153.0388887193468,90.04722171359592,99.8,1.25,4.229660556944137,1
2015-06-30,2099.2836581143465,14.33954551003196,63.70409029180353,134.41363594748756,177.8531827059659,175.68636322021484,143.9409089521928,92.78863664106889,100.2,1.16,-0.9163252865579063,0
2015-07-31,2094.1436268199573,14.35272723978216,56.62181802229448,133.2695650847062,169.23818345503375,178.0043474280316,137.65652001422384,96.6326088283373,100.1,1.0,1.3193876663672777,1
2015-08-31,2039.8662051246279,19.42809536343529,48.21952383858817,124.41904849097843,161.44761730375745,170.2047635033017,129.83809589204333,101.35476175944011,99.9,1.0,-4.381681704646745,0
2015-09-30,1944.4023844401042,24.3771428607759,48.43333344232468,113.66818133267489,147.61857169015067,162.24090784246272,121.2227273420854,100.16136342828923,100.6,0.95,-4.678985180508477,0
2015-10-31,2024.8127163973722,16.789545449343596,49.21409121426669,114.37727147882634,153.63090931285512,164.5227279663086,138.38636259599164,109.89090902155095,101.0,0.75,1.406439445014418,1
2015-11-30,2080.61650390625,16.209999990463256,45.90700016021729,111.45714278448196,161.21699981689454,153.8857153029669,136.42381068638392,115.22380937848773,101.4,0.75,-6.465375814531815,0
2015-12-31,2054.0795621004972,18.02545473792336,38.90954520485618,109.62999992370605,149.7604550448331,148.34499969482422,124.84999961853028,115.78999977111816,101.0,0.75,-3.6005392685307003,0
2016-01-31,1918.5978875411183,23.717894805105107,32.212105098523594,99.38750038146972,131.5221047652395,141.12000045776367,109.15,114.97500076293946,101.4,0.75,-4.8704029471325905,0
2016-02-29,1904.4184936523438,22.516999816894533,33.55649995803833,98.03809574672154,131.97700042724608,128.08095187232607,117.88095238095238,119.85238102504185,101.9,0.75,-9.239688593496076,0
2016-03-31,2021.9540904651988,15.849090966311367,39.75136375427246,102.26750030517579,152.09000119295987,135.58000106811522,131.30500144958495,125.53499984741211,102.4,0.66,5.85492931319278,1
2016-04-30,2075.5352318173364,14.300476255871,43.386666434151785,101.17857033865792,165.21666753859748,135.2047620500837,132.27142842610678,129.31904892694382,102.8,0.5,-0.2767657582794958,0
2016-05-31,2065.5504789806546,14.852857044764928,47.73904764084589,101.65263165925678,162.0942840576172,137.95789377312911,135.81052679764596,132.72631755628083,103.1,0.5,2.03626830985848,1
2016-06-30,2083.891368519176,17.774545496160332,49.92681815407493,102.60454524647106,159.30772746693003,132.5590917413885,136.46363761208275,140.82727466930044,103.7,0.5,-3.913369423150881,0
2016-07-31,2148.9019775390625,13.158500051498413,46.330999755859374,95.49285598028274,158.57649917602538,143.4190484909784,145.17142886207216,143.23333449590774,104.4,0.5,8.192540101871515,1
2016-08-31,2177.482167119565,12.399565240611201,47.172608251157016,95.98478333846383,164.94651993461278,143.78260670537534,133.2782625944718,134.7173903092094,103.7,0.5,0.253493673415206,1
2016-09-30,2157.690964471726,14.219523793175107,47.2980953398205,102.64545440673828,167.2923801967076,140.08181832053444,128.92272671786222,132.79999993064186,104.1,0.5,-2.573877654356471,0
2016-10-31,2143.0209379650296,14.58523804800851,51.21049976348877,113.66666739327567,172.59666588192894,135.08095078241257,136.87142799014137,148.24761890229723,104.6,0.5,-3.569961896610241,0
2016-11-30,2164.9856887090773,15.236190387180873,47.10850086212158,121.71363657171077,183.798095703125,126.98181776566939,139.10454698042437,148.70000180331144,104.8,0.5,-5.995762518572445,0
2016-12-31,2246.6290457589284,12.472380956013998,54.717618851434615,130.50952221098402,194.1604766845703,128.32381075904482,155.009522937593,153.87142944335938,104.3,0.5,1.0568387009957103,1
2017-01-31,2275.1159790039064,11.608500003814697,55.4269998550415,134.7863637750799,189.14350051879882,132.51818362149325,159.54545385187322,150.86818278919566,104.0,0.5,3.2685850253654447,1
2017-02-28,2329.9105417351975,11.530526361967388,55.926842739707546,140.364998626709,191.0673699629934,133.24999923706054,149.96000061035156,148.0950019836426,104.4,0.5,0.5522378858267007,1
2017-03-31,2366.822170091712,11.897826111834982,52.50565188864003,138.16956495202106,192.59521617060122,140.56521805472997,146.99565058169156,138.45652173913044,104.8,0.5,5.489845297976448,1
2017-04-30,2359.309454666941,13.136315847698011,53.79842075548674,135.30555555555554,190.04736809981497,140.4611121283637,145.67777845594617,134.8888897365994,104.9,0.5,-0.0740623660724693,0
2017-05-31,2395.345880681818,10.862272782759232,51.39857155936105,144.9949981689453,191.55454392866656,136.89500045776367,149.64500045776367,148.90500106811524,105.2,0.5,-2.5388604835629214,0
2017-06-30,2433.98545143821,10.513636328957297,47.54000039534135,141.62857200985863,209.64772588556463,138.33809552873885,143.8000001453218,146.54761977422805,105.6,0.5,1.0541619972603833,1
2017-07-31,2454.102502441406,10.264499998092651,49.035000228881835,149.94285656156995,214.45349807739257,148.18095252627418,140.47618974958147,143.1952383858817,105.9,0.5,7.115073371449254,1
2017-08-31,2456.2230702275815,11.97565215566884,51.90695638241975,150.19130474588147,208.18260922639266,157.30000039805537,146.8565216064453,152.38695625636888,105.0,0.5,6.153994637174631,1
2017-09-30,2492.8410400390626,10.437999963760376,55.65200023651123,154.3904760451544,216.795499420166,162.1999991280692,153.11428542364212,153.93809581938245,105.7,0.5,3.1150659361819155,1
2017-10-31,2556.9972700639205,10.125454512509434,57.70999977805398,158.25909077037466,223.95227328213778,167.04091020063922,161.74090853604403,160.86818140203303,105.7,0.5,2.984532119971073,1
2017-11-30,2593.605736142113,10.540476163228353,62.87142853509812,154.79545523903587,220.29047648111978,178.32272685657847,166.6818181818182,151.97272699529475,105.9,0.5,6.753924318532656,1
2017-12-31,2664.34052734375,10.264500045776368,64.06650028228759,152.52105231034128,242.68150024414064,179.93684226588198,170.9157883493524,139.13684162340667,105.9,0.5,0.9051652796907339,1
2018-01-31,2789.8038155691966,11.062381017775763,69.02238028390067,157.65000013871625,268.0519074939546,184.22727272727272,183.52499875155362,135.4909099232067,105.4,0.5,2.3844091111985932,1
2018-02-28,2705.1552477384867,22.464736637316253,65.70368415430973,155.9224998474121,246.52631498637953,176.18249969482423,177.5900001525879,147.43750076293946,106.4,0.5,-4.366765524645122,0
2018-03-31,2702.7738211495534,19.023809750874836,66.80904751732236,154.3300003051758,243.27047584170387,177.03250045776366,179.48499908447266,154.5349998474121,106.7,0.5,0.4824547071427432,1
2018-04-30,2653.6252092633927,18.26761904216948,72.06949958801269,149.49750061035155,244.39952305385046,177.23250045776368,197.7249984741211,171.4900001525879,107.2,0.5,0.11297360624906716,1
2018-05-31,2701.4936190518465,14.124545487490566,77.17681884765625,153.10526074861227,247.93999966708097,170.72631514699836,212.3000030517578,169.39473684210526,107.2,0.5,-3.6709888389323986,0
2018-06-30,2754.3528878348216,13.678095318022228,75.97952379499164,155.72380937848772,250.79666864304315,169.8452366420201,214.74285670689173,165.86190505254837,108.0,0.5,-0.5160765662983069,0
2018-07-31,2793.643357049851,13.147619065784273,74.89571489606585,159.91591089422053,234.855714343843,164.4000008322976,215.57727258855647,168.73181984641334,108.9,0.5,-3.2059985416013403,0
2018-08-31,2857.8204292629075,12.546956518422002,73.92260808530061,167.66087009595788,245.35130575428838,160.69782621964166,215.80869459069294,179.46521659519362,108.4,0.5,-2.2519310181953633,0
2018-09-30,2901.5005139802633,12.910526325828151,79.15999964663857,170.71999893188476,246.24052509508635,162.03000030517578,218.34500045776366,184.64000091552734,109.0,0.58,0.8289932209246675,1
2018-10-31,2785.4647800611415,19.352173639380414,80.52913135030995,161.21086983058763,223.72043443762738,154.10217417841372,221.67826047150984,196.08260843028194,108.8,0.75,-4.892813745497982,0
2018-11-30,2723.231422061012,19.389047622680664,66.23285729544503,151.1954546841708,225.4366658528646,161.2750008322976,206.04545523903587,199.27727161754262,109.4,0.75,4.654591469669622,1
2018-12-31,2567.3073858963817,24.953157726087067,57.232105455900495,145.00882227280562,181.35578757838198,167.0705889533548,193.65294243307676,191.37647022920495,109.3,0.75,3.5936060090824284,1
2019-01-31,2607.3899972098216,19.57238079252697,60.12190500895182,149.63636432994497,171.21904863630022,167.08636405251244,190.36136557839134,186.27499944513494,108.8,0.75,0.009442176062512964,1
2019-02-28,2754.8642064144738,15.234736844112998,64.2763153879266,158.83499984741212,181.7942103335732,163.2675003051758,196.01750106811522,194.33500061035156,109.8,0.75,-2.2855627800581257,0
2019-03-31,2803.9837937127977,14.485238075256348,67.07238151913597,161.56190418061755,177.68857102167038,173.2357134137835,192.27619062151228,202.47857084728423,110.0,0.82,6.105448475646003,1
2019-04-30,2903.799979073661,12.949047588166737,71.5971436273484,165.52105231034128,191.5228554861886,171.89999951814352,194.95526283665708,190.23421036569695,110.4,1.0,-0.7710384131068504,0
2019-05-31,2854.705910422585,16.721818056973543,70.33954551003195,154.05,171.60863564231178,176.40249938964843,180.28000030517578,199.99750061035155,110.1,1.0,2.6192553136276775,1
2019-06-30,2890.165979003906,15.835999870300293,63.19650001525879,153.2394730417352,161.6514991760254,185.80000064247534,169.71315885844984,204.76578963430305,110.2,1.08,5.32730618066195,1
2019-07-31,2996.1136363636365,13.30590907010165,64.3218186118386,160.71304321289062,167.14227364280006,179.54565164317256,166.35434557043988,214.73478433360225,111.0,1.25,-3.3661727544003983,0
2019-08-31,2897.450450550426,18.979090907356955,59.71499997919256,148.1909089521928,157.69909043745562,183.67954462224787,151.34772630171344,222.86363567005503,110.2,1.25,2.3024188785651933,1
2019-09-30,2982.156005859375,15.558999872207641,62.468499946594235,155.67618887765067,158.62950057983397,182.62619018554688,171.51666623070128,210.61428687686012,110.8,1.33,-0.5734740027079854,0
2019-10-31,2977.675197435462,15.466521760691768,59.71304288117782,160.5173917024032,148.7643472422724,179.1152164625085,169.47391476838484,219.56086929984716,110.9,1.5,-1.9224919051704759,0
2019-11-30,3104.9044921875,12.523499965667725,62.57749977111816,166.28571428571428,159.38649978637696,166.74523853120348,175.41904921758743,224.6000017438616,111.2,1.5,-6.906156928266471,0
2019-12-31,3176.74951171875,13.756666637602306,65.3576184227353,157.4361114501953,154.99571446010046,161.22777642144098,170.8527772691515,228.29444461398654,110.9,1.5,-3.3089173390279503,0
2020-01-31,3278.202857607887,13.94095243726458,63.5999999273391,163.0568195689808,154.67333330426897,162.61818140203303,179.08863553133878,225.20909188010475,110.9,1.5,0.86238550915545,1
2020-02-29,3277.3141832853617,19.628947358382376,55.559473740427116,170.99499893188477,153.25,160.36499938964843,158.3400001525879,219.26250076293945,110.8,1.5,-1.3855658653654235,0
2020-03-31,2652.393632368608,57.7368184002963,33.664545579390094,120.52318260886453,116.70909014615145,149.14090936834162,119.19499969482422,179.50681859796697,110.8,0.99,-6.999089616827769,0
2020-04-30,2761.9752255394346,41.45380964733305,26.53714298066639,113.51315789473684,121.4980948311942,155.79736890290914,134.24999959845292,173.3815789473684,111.5,0.25,4.463201654569304,1
2020-05-31,2919.6084838867187,30.89700002670288,32.19850025177002,120.80000024092824,118.06999855041504,146.97631675318667,142.68157798365542,181.5763148257607,111.7,0.05,-5.661874916013277,0
2020-06-30,3104.6609330610795,31.11954550309615,40.63636363636363,134.32857150123232,136.94591036709872,147.2452392578125,144.39523606073288,185.52618916829428,112.0,0.0,0.18296995772280056,1
2020-07-31,3207.6190962357955,26.840454621748492,43.20045471191406,139.40434762705928,162.81499966708097,145.34347733207372,139.10217351498812,172.04347826086956,113.0,0.0,-1.2915608921039379,0
2020-08-31,3391.7100190662204,22.88952382405599,44.969047364734465,143.29285685221353,201.25857253301712,145.99047778901598,144.30238051641555,177.27619134812127,112.6,0.0,0.4451527298084512,1
2020-09-30,3365.516671316964,27.647619065784273,41.68150005340576,134.00909077037466,237.71857198079428,149.30000166459516,139.82727328213778,170.1954546841708,113.0,0.0,2.2669450266215696,1
2020-10-31,3418.6999955610795,29.438636086203836,41.52545460787687,133.8181804310192,271.6709053733132,152.8863629427823,130.5159104087136,164.6363629427823,113.3,0.0,2.4021173732093892,1
2020-11-30,3548.99248046875,24.995500087738037,43.713500022888184,151.44285656156995,277.5834991455078,152.42857288178942,136.004760378883,174.40952337355841,112.4,0.0,-0.2994315857747343,0
2020-12-31,3695.3100142045455,22.374090974981133,50.15190505981445,162.14000091552734,281.7277304909446,148.36249847412108,145.30500106811525,181.80250091552733,113.0,0.0,-2.66752770218589,0
2021-01-31,3793.7484323601975,24.90999984741211,55.35157916420385,167.16499938964844,249.46999881142065,145.21749954223634,159.30000076293945,187.36499938964843,114.5,0.0,-2.11980720480609,0
2021-02-28,3883.4321160567433,23.140526219418174,62.20315752531353,168.68999938964845,254.04368350380346,141.87249908447265,156.86750106811525,197.64749984741212,115.3,0.0,-2.3034417121269857,0
2021-03-31,3910.5082795516305,21.843043534652047,65.80043461011803,180.76956574813178,267.2543487548828,148.45434968367866,169.16304215140966,211.63912831182066,115.0,0.0,4.639271628877917,1
2021-04-30,4141.176199776785,17.416190556117467,65.26857139950707,181.69736842105263,284.70714605422245,151.5815783048931,166.29578761050576,207.9105264764083,115.4,0.0,2.106525425410455,1
2021-05-31,4167.849536132812,19.7604998588562,68.21157917223479,182.85833316379123,308.41149749755857,147.75555335150824,177.3611102634006,213.9111099243164,115.3,0.0,-2.524069874565593,0
2021-06-30,4238.48954634233,16.956818147139117,73.3799996809526,189.3409097844904,297.62454362349075,144.49318278919566,185.54545385187322,228.3772735595703,115.7,0.0,-2.2079512331773077,0
2021-07-31,4363.712797619048,17.60333351861863,74.15714336576916,188.33712155891186,293.72333054315476,150.77727300470525,176.69090964577416,225.14545579390094,116.9,0.0,4.349056539696816,1
2021-08-31,4453.965931285511,17.47772723978216,70.51363615556197,187.33333333333334,272.53181596235794,156.2750008322976,183.3063638860529,227.88181721080434,116.9,0.0,3.646257634213068,1
2021-09-30,4445.543317522322,19.8247617994036,75.0028559366862,190.0704539905895,247.83523632231214,148.7977260242809,203.3404547951438,233.3590913252397,118.2,0.06,-4.78469030119586,0
2021-10-31,4460.707077752976,17.869047573634557,83.74619038899739,206.91904776436942,228.14904712495348,139.11904761904762,227.7261919294085,233.55714343843005,117.6,0.25,-6.504587579284582,0
2021-11-30,4667.386648995535,18.500476246788388,80.85227238048206,210.2772743918679,244.663334437779,137.01136502352628,225.84545343572444,231.29999958385122,118.5,0.25,-1.5150208627741968,0
2021-12-31,4674.772771661932,21.354545506564055,74.80772677334872,198.96190534319197,246.8877279108221,136.10238138834634,236.84285554431733,206.56190563383558,121.0,0.36,-0.6634366682091386,0
2022-01-31,4573.815454101563,23.18100004196167,85.52699966430664,210.03809393019904,253.08099899291992,142.86428542364212,247.57857041131882,208.35238066173736,120.2,0.5,4.968248142552167,1
2022-02-28,4435.980494449013,25.74842111687911,94.14578969855057,209.53250045776366,232.93210561651932,136.9099998474121,266.1600006103516,229.04000015258788,121.5,0.5,-4.167791522264286,0
2022-03-31,4391.265264096467,26.968695682028066,112.28391365382983,195.8565209430197,220.93869549295178,129.55434782608697,305.7217380689538,228.99565058169156,122.5,0.55,-5.372618530073114,0
2022-04-30,4391.29599609375,24.37350015640259,106.08099975585938,194.29722171359592,206.18450088500975,130.74166700575086,329.45833163791235,252.86666954888238,123.7,0.75,0.9164641708958587,1
2022-05-31,4040.3600027901784,29.445714587257022,111.58190482003349,185.0849983215332,208.1876191638765,128.6675006866455,335.8625,244.88000030517577,124.0,0.75,-1.5864615823004025,0
2022-06-30,3898.9466843377977,28.100000018165225,117.50636395541105,182.09285554431733,225.47428603399368,128.97857157389322,345.8357166108631,233.8047623407273,125.1,0.87,0.24176337116028623,1
2022-07-31,3911.7294921875,24.86850004196167,104.70499954223632,183.87619018554688,225.3900001525879,126.99523671468098,341.4857148670015,225.55238124302454,126.9,1.25,-1.5377243173110844,0
2022-08-31,4158.563083814538,22.169565366662066,97.74086894159731,192.70652306598166,228.48086945906928,113.48043491529381,372.77608987559444,217.00000066342562,127.2,1.45,-10.641975359871768,0
2022-09-30,3850.5204961867557,27.406190418061755,90.32476116362072,180.35454420609906,178.30618867420014,104.83909156105734,360.47272699529475,182.6727260242809,129.5,1.89,-7.614831015308232,0
